HH Income,Home Ownership,Ethnicity,dummy for Children,Year Of Residence,Age range,Language,City,County,Zip Code,weekly fee,Deliveryperiod,Nielsen Prizm,reward program,Source Channel,target
"Under $20,000",OWNER,Finnish,Y,10,45-49,Finnish,SANTA ANA,ORANGE,92707,$0.01 - $0.50,SunOnly,FM,0,Partner,0
"$200,000 - $249,999",OWNER,English,N,37,70-74,English,LAKE FOREST,ORANGE,92630,$10.00 - $10.99,7Day,MM,2,CustCall,1
"Under $20,000",RENTER,Portuguese,N,2,24 years or less,Portuguese,SANTA ANA,ORANGE,92703,$0.01 - $0.50,SunOnly,FE,0,Partner,0
"$  70,000 - $79,999",OWNER,Hispanic,N,2,65-69,English,WESTMINSTER,ORANGE,92683,$0 - $0.01,SunOnly,MM,0,Partner,0
"$  80,000 - $89,999",OWNER,English,N,42,70-74,English,HUNTINGTON BEACH,ORANGE,92647,$2.00 - $2.99,7Day,MW,5,CustCall,1
"$125,000 - $149,999",OWNER,Italian,N,10,65-69,English,HUNTINGTON BEACH,ORANGE,92647,$0 - $0.01,SunOnly,MW,0,Partner,1
"$400,000 - $499,999",OWNER,unknown,Y,12,50-54,English,NEWPORT BEACH,ORANGE,92660,$1.00 - $1.99,7Day,YW,0,Internet,0
"$  50,000 - $59,999",RENTER,English,N,3,24 years or less,English,DANA POINT,ORANGE,92629,$2.00 - $2.99,SatSun,YM,0,OutMedia,0
"$  20,000 - $29,999",RENTER,German,N,8,55-59,English,LA HABRA,ORANGE,90631,$0 - $0.01,SunOnly,ME,0,Partner,0
"$  20,000 - $29,999",OWNER,Indian,Y,19,50-54,English,LA HABRA,ORANGE,90631,$0.01 - $0.50,Thu-Sun,MM,0,Partner,0
"$  70,000 - $79,999",RENTER,African American 95%+,N,5,30-34,English,SANTA ANA,ORANGE,92707,$4.00 - $4.99,7Day,FM,0,TeleIn,0
"$  20,000 - $29,999",RENTER,French,Y,8,30-34,English,SANTA ANA,ORANGE,92701,$0.01 - $0.50,SunOnly,FE,0,Partner,0
"$100,000 - $124,999",OWNER,Vietnamese,Y,6,50-54,English,TUSTIN,ORANGE,92780,$1.00 - $1.99,SunOnly,YM,0,Kiosk,0
"$  50,000 - $59,999",OWNER,Dutch,N,28,75 years or more,English,LAGUNA BEACH,ORANGE,92651,$0.01 - $0.50,SunOnlyT,MM,0,CircAdm,0
"$150,000 - $174,999",OWNER,German,N,2,55-59,English,NEWPORT BEACH,ORANGE,92660,$6.00 - $6.99,7Day,YW,0,CustCall,1
"$125,000 - $149,999",OWNER,English,N,10,75 years or more,English,FULLERTON,ORANGE,92831,$10.00 - $10.99,7Day,FW,0,CustCall,1
"$  80,000 - $89,999",OWNER,Hispanic,N,6,35-39,Spanish,SANTA ANA,ORANGE,92706,$0.01 - $0.50,SunOnly,FM,0,Partner,0
"$125,000 - $149,999",OWNER,English,N,6,35-39,English,ANAHEIM,ORANGE,92807,$3.00 - $3.99,SoooooS,FM,0,TeleOut,0
"$125,000 - $149,999",OWNER,English,N,3,40-44,English,SAN JUAN CAPISTRANO,ORANGE,92675,$1.00 - $1.99,7Day,FW,0,DirectMl,0
"$125,000 - $149,999",OWNER,Irish,N,20,50-54,English,ANAHEIM,ORANGE,92805,$2.00 - $2.99,Thu-Sun,YM,0,Crew,0
"$  60,000 - $69,999",OWNER,German,N,13,75 years or more,English,ANAHEIM,ORANGE,92806,$4.00 - $4.99,7Day,MW,0,TeleIn,1
"$125,000 - $149,999",OWNER,English,Y,2,45-49,English,ALISO VIEJO,ORANGE,92656,$1.00 - $1.99,Thu-Sun,MW,0,Partner,1
"$  30,000 - $39,999",RENTER,Italian,N,5,30-34,Italian,ORANGE,ORANGE,92869,$1.00 - $1.99,7Day,FM,0,CustCall,0
"$100,000 - $124,999",OWNER,Hispanic,N,1,25-29,English,SAN CLEMENTE,ORANGE,92672,$2.00 - $2.99,Thu-Sun,YW,0,Crew,0
"$125,000 - $149,999",OWNER,English,Y,23,55-59,English,PLACENTIA,ORANGE,92870,$10.00 - $10.99,7Day,MW,0,CustCall,1
"Under $20,000",RENTER,Vietnamese,N,3,25-29,Vietnamese,ANAHEIM,ORANGE,92801,$1.00 - $1.99,SunOnly,FE,0,Kiosk,0
"$  60,000 - $69,999",OWNER,Hispanic,N,20,70-74,English,FOOTHILL RANCH,ORANGE,92610,$0.01 - $0.50,Thu-Sun,FW,1,TeleIn,1
"$  40,000 - $49,999",OWNER,Hispanic,N,5,45-49,Spanish,ANAHEIM,ORANGE,92805,$0.01 - $0.50,SunOnly,YM,0,Partner,0
"$  70,000 - $79,999",OWNER,Jewish,Y,15,45-49,English,LA PALMA,ORANGE,90621,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$100,000 - $124,999",OWNER,Dutch,N,18,65-69,English,ORANGE,ORANGE,92866,$2.00 - $2.99,7Day,MW,0,CustCall,1
"$  50,000 - $59,999",OWNER,Scottish (Scotch),N,12,65-69,English,NEWPORT BEACH,ORANGE,92662,$10.00 - $10.99,7Day,MW,9,CustCall,1
"$  30,000 - $39,999",OWNER,Hispanic,N,6,35-39,English,BREA,ORANGE,92821,$0 - $0.01,SunOnly,MM,2,Partner,1
"$  50,000 - $59,999",OWNER,Hispanic,Y,18,60-64,English,BREA,ORANGE,92821,$0.01 - $0.50,SunOnly,FW,0,Partner,1
"$125,000 - $149,999",OWNER,Hispanic,Y,9,45-49,English,FULLERTON,ORANGE,92834,$0.01 - $0.50,Thu-Sun,FW,0,Partner,1
"$100,000 - $124,999",RENTER,English,N,2,30-34,English,IRVINE,ORANGE,92618,$0.01 - $0.50,7Day,YW,0,Internet,1
"Under $20,000",RENTER,French,N,1,25-29,English,FULLERTON,ORANGE,92831,$5.00 - $5.99,7Day,FE,0,CustCall,0
"$175,000 - $199,999",OWNER,Indian,N,12,30-34,Hindi,IRVINE,ORANGE,92602,$0.01 - $0.50,Thu-Sun,MW,0,TeleIn,1
"$  40,000 - $49,999",OWNER,Italian,N,13,55-59,English,HUNTINGTON BEACH,ORANGE,92647,$0.51 - $0.99,SunOnly,MM,0,TeleOut,0
"$  80,000 - $89,999",OWNER,English,N,24,70-74,English,HUNTINGTON BEACH,ORANGE,92649,$0.01 - $0.50,SunOnly,MM,0,Partner,1
"$300,000 - $399,999",OWNER,Scottish (Scotch),N,34,75 years or more,English,FULLERTON,ORANGE,92833,$10.00 - $10.99,7Day,MM,0,CustCall,1
"$  70,000 - $79,999",OWNER,Korean,N,29,50-54,Korean,ANAHEIM,ORANGE,92804,$0 - $0.01,SunOnly,FM,0,Partner,0
"$  20,000 - $29,999",RENTER,unknown,N,2,30-34,English,GARDEN GROVE,ORANGE,92843,$0.01 - $0.50,SunOnly,FE,0,System,0
"$  30,000 - $39,999",OWNER,Hispanic,N,32,65-69,Spanish,LA HABRA,ORANGE,90631,$0 - $0.01,SunOnly,MM,0,Partner,0
"$  60,000 - $69,999",OWNER,English,Y,13,45-49,English,HUNTINGTON BEACH,ORANGE,92648,$3.00 - $3.99,THU-SUN,FM,0,Kiosk1,0
"$  40,000 - $49,999",OWNER,Hispanic,Y,9,24 years or less,English,FULLERTON,ORANGE,92833,$1.00 - $1.99,7Day,MM,0,Crew,0
"$125,000 - $149,999",OWNER,Hispanic,Y,3,50-54,English,LONG BEACH,LOS ANGELES,90804,$0.01 - $0.50,7Day,MW,0,Crew,0
"$175,000 - $199,999",OWNER,unknown,Y,4,40-44,English,IRVINE,ORANGE,92604,$4.00 - $4.99,7Day,MW,0,CustCall,0
"$125,000 - $149,999",OWNER,English,Y,32,60-64,English,LONG BEACH,LOS ANGELES,90815,$1.00 - $1.99,SunOnly,MW,0,Crew,0
"$100,000 - $124,999",OWNER,Japanese,N,12,40-44,Japanese,IRVINE,ORANGE,92618,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$100,000 - $124,999",OWNER,Hispanic,N,22,45-49,Spanish,SANTA ANA,ORANGE,92707,$0 - $0.01,SunOnly,MW,0,Partner,1
"$  70,000 - $79,999",RENTER,Italian,N,2,35-39,English,NEWPORT BEACH,ORANGE,92660,$2.00 - $2.99,SunOnly,YW,0,Kiosk,0
"$  60,000 - $69,999",RENTER,Hispanic,Y,3,50-54,Spanish,SANTA ANA,ORANGE,92703,$4.00 - $4.99,7Day,FM,0,TeleIn,0
"$  70,000 - $79,999",OWNER,unknown,N,37,75 years or more,English,ORANGE,ORANGE,92869,$10.00 - $10.99,7Day,MW,0,CustCall,1
"Under $20,000",RENTER,Hispanic,N,8,45-49,Spanish,GARDEN GROVE,ORANGE,92843,$0 - $0.01,SunOnly,FE,0,Partner,1
"$100,000 - $124,999",OWNER,English,N,38,70-74,English,TUSTIN,ORANGE,92780,$0.01 - $0.50,7Day,MW,0,TeleIn,1
"$  20,000 - $29,999",RENTER,German,N,2,24 years or less,English,SANTA ANA,ORANGE,92705,$4.00 - $4.99,7Day,MM,0,TeleIn,0
"$125,000 - $149,999",OWNER,Hispanic,N,22,50-54,English,ANAHEIM,ORANGE,92806,$0 - $0.01,SunOnly,FM,0,Partner,0
"$  90,000 - $99,999",OWNER,English,N,38,75 years or more,English,LONG BEACH,LOS ANGELES,90808,$0 - $0.01,SunOnly,YM,0,Partner,1
"$300,000 - $399,999",OWNER,German,Y,14,50-54,English,TRABUCO CANYON,ORANGE,92679,$1.00 - $1.99,7Day,FW,0,Kiosk,0
"$175,000 - $199,999",OWNER,Chinese,N,4,45-49,Chinese,IRVINE,ORANGE,92620,$3.00 - $3.99,SoooooS,MW,0,TeleIn,0
"$125,000 - $149,999",OWNER,English,N,21,60-64,English,TRABUCO CANYON,ORANGE,92679,$3.00 - $3.99,SoooTFS,FM,0,Kiosk,0
"$  30,000 - $39,999",OWNER,Hispanic,N,4,25-29,English,ANAHEIM,ORANGE,92804,$4.00 - $4.99,7Day,FM,0,Crew,0
"$  60,000 - $69,999",RENTER,Chinese,N,1,35-39,English,MISSION VIEJO,ORANGE,92692,$0.01 - $0.50,SunOnlyT,MW,0,CircAdm,0
"$150,000 - $174,999",OWNER,English,Y,18,50-54,English,LA MIRADA,LOS ANGELES,90636,$0 - $0.01,SunOnly,YM,3,Partner,1
"$125,000 - $149,999",OWNER,German,Y,14,35-39,English,MISSION VIEJO,ORANGE,92692,$1.00 - $1.99,7Day,YW,0,System,0
"$  20,000 - $29,999",OWNER,Hispanic,N,8,25-29,English,BUENA PARK,ORANGE,90620,$0 - $0.01,SunOnly,FM,0,Partner,0
"Under $20,000",RENTER,Hispanic,N,8,55-59,Spanish,ANAHEIM,ORANGE,92801,$0 - $0.01,7Day,YM,1,Partner,1
"$300,000 - $399,999",OWNER,English,Y,21,50-54,English,LAGUNA BEACH,ORANGE,92651,$0.01 - $0.50,SunOnly,MW,0,Partner,0
"$300,000 - $399,999",OWNER,German,N,23,75 years or more,English,CORONA DEL MAR,ORANGE,92625,$9.00 - $9.99,7Day,MW,0,CustCall,1
"$  70,000 - $79,999",OWNER,English,N,22,60-64,English,SANTA ANA,ORANGE,92706,$0.01 - $0.50,7Day,MM,0,AdvAdm,0
"Under $20,000",OWNER,Hispanic,N,8,50-54,Spanish,SANTA ANA,ORANGE,92703,$0 - $0.01,7Day,MW,0,Partner,1
"$125,000 - $149,999",OWNER,Scottish (Scotch),N,13,55-59,English,LONG BEACH,LOS ANGELES,90803,$0.51 - $0.99,Fri-Sun,MW,0,RetenIn,0
"$  20,000 - $29,999",RENTER,Jewish,N,2,75 years or more,English,LAGUNA WOODS,ORANGE,92637,$6.00 - $6.99,7Day,MM,0,CustCall,1
"$100,000 - $124,999",RENTER,Hispanic,Y,2,35-39,English,IRVINE,ORANGE,92618,$3.00 - $3.99,7Day,YW,0,TeleOut,1
"$  70,000 - $79,999",OWNER,Scottish (Scotch),N,20,55-59,English,SANTA ANA,ORANGE,92701,$1.00 - $1.99,7DayOL,FM,0,CircAdm,0
"$125,000 - $149,999",OWNER,Vietnamese,N,6,35-39,Vietnamese,GARDEN GROVE,ORANGE,92842,$3.00 - $3.99,THU-SUN,FM,0,Crew1,1
"$150,000 - $174,999",OWNER,Dutch,Y,11,45-49,English,HUNTINGTON BEACH,ORANGE,92649,$0 - $0.01,SunOnly,MW,0,Partner,0
"$100,000 - $124,999",OWNER,English,N,22,60-64,English,IRVINE,ORANGE,92604,$10.00 - $10.99,7Day,MW,19,Internet,1
"$100,000 - $124,999",OWNER,Jewish,N,23,75 years or more,English,SILVERADO,ORANGE,92676,$6.00 - $6.99,7Day,MW,0,DirectMl,1
"$  90,000 - $99,999",OWNER,Chinese,N,12,45-49,English,BUENA PARK,ORANGE,90620,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$  30,000 - $39,999",OWNER,Vietnamese,N,7,30-34,English,ANAHEIM,ORANGE,92804,$0.01 - $0.50,Thu-Sun,FM,0,Crew,0
"Under $20,000",RENTER,English,N,7,75 years or more,English,SEAL BEACH,ORANGE,90740,$4.00 - $4.99,7Day,ME,0,TeleIn,1
"$300,000 - $399,999",OWNER,Welsh,N,19,60-64,English,YORBA LINDA,ORANGE,92886,$0.01 - $0.50,SunOnly,MW,18,Email,1
"Under $20,000",RENTER,Hispanic,N,6,25-29,Spanish,ANAHEIM,ORANGE,92804,$1.00 - $1.99,SunOnly,YM,0,TeleIn,0
"$  50,000 - $59,999",OWNER,Vietnamese,N,23,50-54,English,GARDEN GROVE,ORANGE,92845,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$  60,000 - $69,999",OWNER,Hispanic,N,7,35-39,English,BUENA PARK,ORANGE,90620,$3.00 - $3.99,THU-SUN,FM,0,Crew1,1
"$200,000 - $249,999",OWNER,unknown,Y,23,60-64,English,YORBA LINDA,ORANGE,92886,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$100,000 - $124,999",OWNER,Hispanic,N,12,40-44,English,COSTA MESA,ORANGE,92626,$0.01 - $0.50,SunOnly,YM,0,Partner,1
"$250,000 - $299,999",OWNER,Hispanic,Y,7,45-49,Spanish,LA MIRADA,LOS ANGELES,90638,$0 - $0.01,SunOnly,FW,0,Partner,0
"$  50,000 - $59,999",OWNER,Hispanic,Y,16,40-44,Spanish,SANTA ANA,ORANGE,92707,$0.01 - $0.50,7Day,YM,0,Internet,1
"$150,000 - $174,999",OWNER,Serbian,N,40,70-74,English,HUNTINGTON BEACH,ORANGE,92647,$1.00 - $1.99,Thu-Sun,MW,6,DirectMl,0
"$  20,000 - $29,999",OWNER,Italian,N,1,25-29,English,FULLERTON,ORANGE,92832,$0 - $0.01,SunOnly,MM,0,CustCall,0
"$125,000 - $149,999",OWNER,English,N,37,75 years or more,English,WESTMINSTER,ORANGE,92683,$10.00 - $10.99,7Day,MW,0,CustCall,1
"$100,000 - $124,999",OWNER,Irish,N,1,45-49,English,LAKE FOREST,ORANGE,92629,$0.01 - $0.50,SunOnly,FM,0,Partner,1
"$  30,000 - $39,999",RENTER,Hispanic,N,6,70-74,Spanish,BUENA PARK,ORANGE,90621,$2.00 - $2.99,7Day,FE,0,Kiosk,0
"$  80,000 - $89,999",OWNER,Scottish (Scotch),N,8,45-49,English,LONG BEACH,LOS ANGELES,90815,$0.51 - $0.99,7Day,MW,0,Crew,0
"$  50,000 - $59,999",OWNER,unknown,N,2,30-34,English,ANAHEIM,ORANGE,92805,$0.01 - $0.50,7Day,YM,0,Crew,1
"$125,000 - $149,999",OWNER,Vietnamese,N,7,55-59,Vietnamese,HUNTINGTON BEACH,ORANGE,92646,$2.00 - $2.99,Fri-Sun,MW,0,RetenIn,0
"$125,000 - $149,999",OWNER,English,N,23,60-64,English,BREA,ORANGE,92821,$2.00 - $2.99,7Day,MM,0,Internt4,1
"$300,000 - $399,999",OWNER,German,N,30,75 years or more,English,YORBA LINDA,ORANGE,92886,$10.00 - $10.99,7Day,MW,16,System,1
"$200,000 - $249,999",OWNER,Irish,Y,14,65-69,English,CORONA,RIVERSIDE,92881,$2.00 - $2.99,SatSun,FM,0,TeleIn,0
"$150,000 - $174,999",RENTER,English,N,2,50-54,English,LONG BEACH,LOS ANGELES,90803,$3.00 - $3.99,7DayOL,MW,0,InPaper,0
"$  40,000 - $49,999",RENTER,Welsh,N,4,75 years or more,English,NEWPORT BEACH,ORANGE,92660,$2.00 - $2.99,Thu-Sun,MM,0,Crew,0
"$125,000 - $149,999",OWNER,English,Y,10,45-49,English,HUNTINGTON BEACH,ORANGE,92646,$0 - $0.01,SunOnly,MW,0,Partner,1
"$  70,000 - $79,999",OWNER,Hispanic,N,20,55-59,Spanish,ANAHEIM,ORANGE,92805,$0.01 - $0.50,Thu-Sun,MW,0,TeleIn,1
"$  90,000 - $99,999",OWNER,French,N,15,60-64,English,GARDEN GROVE,ORANGE,92845,$0 - $0.01,SunOnly,MW,0,Partner,0
"$  40,000 - $49,999",OWNER,Hispanic,Y,20,40-44,Spanish,CYPRESS,ORANGE,90630,$4.00 - $4.99,7Day,FM,0,CustCall,0
"$100,000 - $124,999",OWNER,Chinese,N,5,50-54,English,LA PALMA,ORANGE,90623,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$300,000 - $399,999",OWNER,English,N,26,75 years or more,English,DANA POINT,ORANGE,92627,$10.00 - $10.99,7Day,MW,4,CustCall,1
"$  70,000 - $79,999",OWNER,English,N,40,75 years or more,English,HUNTINGTON BEACH,ORANGE,92648,$10.00 - $10.99,7Day,MW,0,CustCall,1
"$  50,000 - $59,999",OWNER,Indian,N,2,30-34,English,BUENA PARK,ORANGE,90620,$0 - $0.01,SunOnly,MW,0,Partner,0
"$  60,000 - $69,999",OWNER,English,N,21,55-59,English,LAKEWOOD,LOS ANGELES,90712,$0.01 - $0.50,SunOnly,YM,0,Partner,1
"$125,000 - $149,999",OWNER,Welsh,N,32,60-64,English,SAN CLEMENTE,ORANGE,92673,$4.00 - $4.99,7Day,MW,3,InPaper,1
"$300,000 - $399,999",OWNER,Indian,Y,8,40-44,English,IRVINE,ORANGE,92614,$2.00 - $2.99,Thu-Sun,MW,0,TeleIn,0
"Under $20,000",RENTER,English,N,13,75 years or more,English,SAN CLEMENTE,ORANGE,92672,$4.00 - $4.99,7Day,ME,0,TeleIn,0
"Under $20,000",RENTER,Jewish,N,2,55-59,English,LAGUNA WOODS,ORANGE,92637,$10.00 - $10.99,7Day,ME,0,CustCall,1
"$100,000 - $124,999",OWNER,Welsh,N,46,75 years or more,English,PLACENTIA,ORANGE,92870,$2.00 - $2.99,7Day,FM,5,TeleIn,1
"$  30,000 - $39,999",OWNER,English,N,10,60-64,English,SAN JUAN CAPISTRANO,ORANGE,92675,$2.00 - $2.99,7Day,ME,0,Kiosk,0
"$150,000 - $174,999",OWNER,Japanese,N,23,60-64,English,BREA,ORANGE,92821,$2.00 - $2.99,7Day,MM,2,CustCall,1
"$100,000 - $124,999",OWNER,unknown,Y,17,45-49,English,FULLERTON,ORANGE,92833,$0 - $0.01,7Day,FM,0,Partner,1
"$100,000 - $124,999",OWNER,Hispanic,N,10,55-59,English,ANAHEIM,ORANGE,92807,$0 - $0.01,SunOnly,FM,0,Partner,0
"$  90,000 - $99,999",OWNER,Irish,N,4,55-59,English,CORONA DEL MAR,ORANGE,92625,$1.00 - $1.99,SunOnly,YW,0,Crew,0
"$100,000 - $124,999",OWNER,Hispanic,N,23,45-49,Spanish,SANTA ANA,ORANGE,92706,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$  30,000 - $39,999",OWNER,Hispanic,N,18,65-69,Spanish,ANAHEIM,ORANGE,92801,$0 - $0.01,SunOnly,FM,0,Partner,1
"$  70,000 - $79,999",OWNER,Jewish,N,2,35-39,English,CYPRESS,ORANGE,90630,$0 - $0.01,SunOnly,FM,0,Partner,0
"$100,000 - $124,999",OWNER,English,N,24,60-64,English,YORBA LINDA,ORANGE,92887,$1.00 - $1.99,7Day,FW,0,RetenIn,0
"$  40,000 - $49,999",OWNER,German,N,14,75 years or more,English,MISSION VIEJO,ORANGE,92694,$3.00 - $3.99,7Day,FW,0,CustCall,1
"$500,000 Plus",OWNER,English,N,17,65-69,English,HUNTINGTON BEACH,ORANGE,92656,$10.00 - $10.99,7Day,MW,4,CustCall,1
"$125,000 - $149,999",OWNER,Vietnamese,N,15,55-59,English,GARDEN GROVE,ORANGE,92840,$3.00 - $3.99,THU-SUN,FM,0,Crew1,1
"Under $20,000",RENTER,Hispanic,N,1,25-29,English,SANTA ANA,ORANGE,92706,$0.01 - $0.50,SunOnly,FE,0,Crew1,1
"$200,000 - $249,999",OWNER,Italian,N,11,50-54,English,LAGUNA NIGUEL,ORANGE,92677,$0.01 - $0.50,SunOnly,FW,0,Partner,1
"$150,000 - $174,999",OWNER,Vietnamese,N,9,45-49,English,IRVINE,ORANGE,92604,$3.00 - $3.99,Soooooo,MW,0,TeleIn,0
"$125,000 - $149,999",OWNER,English,N,18,75 years or more,English,LAGUNA WOODS,ORANGE,92637,$0.51 - $0.99,7Day,MM,0,CustCall,1
"$100,000 - $124,999",OWNER,Hispanic,N,1,55-59,English,CHINO,SAN BERNARDINO,91710,$0.01 - $0.50,SunOnly,YW,0,Partner,1
"$  80,000 - $89,999",OWNER,Irish,N,15,35-39,English,ALISO VIEJO,ORANGE,92656,$4.00 - $4.99,7Day,FM,0,Crew,0
"$100,000 - $124,999",RENTER,English,N,9,30-34,English,ANAHEIM,ORANGE,92804,$4.00 - $4.99,7Day,YM,0,TeleOut,0
"$125,000 - $149,999",OWNER,Hispanic,N,8,35-39,Spanish,ORANGE,ORANGE,92869,$0.01 - $0.50,7Day,YW,0,Crew,1
"$  50,000 - $59,999",OWNER,Chinese,N,21,70-74,Chinese,GARDEN GROVE,ORANGE,92841,$0.51 - $0.99,Soooooo,MM,0,TeleIn,0
"Under $20,000",RENTER,Hispanic,Y,14,30-34,Spanish,ANAHEIM,ORANGE,92805,$2.00 - $2.99,Thu-Sun,FE,0,TeleIn,0
"$125,000 - $149,999",OWNER,Chinese,N,2,35-39,English,IRVINE,ORANGE,92620,$3.00 - $3.99,THU-SUN,YW,0,Crew1,1
"$175,000 - $199,999",OWNER,Arab,Y,14,50-54,English,IRVINE,ORANGE,92620,$3.00 - $3.99,SooooFS,MW,0,VRU,0
"$150,000 - $174,999",OWNER,Dutch,N,7,30-34,English,RANCHO SANTA MARGARITA,ORANGE,92688,$3.00 - $3.99,SunOnly,FM,0,Partner,1
"$300,000 - $399,999",OWNER,English,N,22,75 years or more,English,LAGUNA NIGUEL,ORANGE,92676,$10.00 - $10.99,7Day,MW,0,CustCall,1
"$300,000 - $399,999",OWNER,English,N,28,60-64,English,LAKE FOREST,ORANGE,92630,$4.00 - $4.99,7Day,MW,0,CustCall,0
"$  70,000 - $79,999",RENTER,unknown,N,15,50-54,English,LONG BEACH,LOS ANGELES,90803,$1.00 - $1.99,7DayOL,ME,0,CircAdm,0
"$125,000 - $149,999",OWNER,French,Y,29,35-39,English,YORBA LINDA,ORANGE,92886,$0.01 - $0.50,SunOnly,YW,0,CustCall,0
"$150,000 - $174,999",OWNER,Welsh,N,20,60-64,English,LADERA RANCH,ORANGE,92694,$10.00 - $10.99,7Day,FW,0,DirectMl,0
"$  40,000 - $49,999",RENTER,Japanese,N,5,25-29,English,FULLERTON,ORANGE,92831,$7.00 - $7.99,7Day,YM,0,Crew,0
"$  90,000 - $99,999",OWNER,Scottish (Scotch),N,29,70-74,English,TUSTIN,ORANGE,92780,$2.00 - $2.99,7Day,FW,0,Crew,0
"$  50,000 - $59,999",OWNER,Chinese,N,23,65-69,Chinese,LA HABRA,ORANGE,90631,$0.51 - $0.99,7DayT,FM,0,TeleIn,0
"$100,000 - $124,999",OWNER,Scottish (Scotch),N,3,45-49,English,SAN CLEMENTE,ORANGE,92676,$0.01 - $0.50,SunOnly,FW,0,Internet,1
"$300,000 - $399,999",RENTER,Chinese,N,1,35-39,English,IRVINE,ORANGE,92613,$0.01 - $0.50,SunOnly,YM,0,Partner,1
"$100,000 - $124,999",OWNER,French,N,1,70-74,English,IRVINE,ORANGE,92603,$3.00 - $3.99,Soooooo,YW,0,TeleOut,0
"$  20,000 - $29,999",RENTER,English,N,3,75 years or more,English,LAGUNA NIGUEL,ORANGE,92677,$1.00 - $1.99,7Day,YW,0,CircAdm,0
"$100,000 - $124,999",OWNER,Vietnamese,N,23,50-54,English,SANTA ANA,ORANGE,92705,$3.00 - $3.99,7Day,FM,0,CustCall,1
"$125,000 - $149,999",OWNER,unknown,N,24,60-64,English,LONG BEACH,LOS ANGELES,90803,$0.51 - $0.99,Thu-Sun,MW,0,Internet,0
"$125,000 - $149,999",OWNER,Jewish,Y,7,60-64,English,LONG BEACH,LOS ANGELES,90808,$2.00 - $2.99,SunOnly,FM,0,Crew,0
"$  30,000 - $39,999",RENTER,Korean,N,14,50-54,Korean,ANAHEIM,ORANGE,92804,$2.00 - $2.99,Thu-Sun,MW,0,TeleOut,0
"$150,000 - $174,999",OWNER,Hispanic,N,25,55-59,English,COSTA MESA,ORANGE,92627,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$300,000 - $399,999",OWNER,Pakistani,N,6,25-29,Urdu,CORONA,RIVERSIDE,92881,$0.01 - $0.50,SunOnly,FM,0,Partner,0
"$100,000 - $124,999",OWNER,Irish,N,6,50-54,English,TUSTIN,ORANGE,92780,$1.00 - $1.99,SunOnly,MM,0,RetenIn,0
"$150,000 - $174,999",RENTER,Italian,N,1,70-74,English,IRVINE,ORANGE,92603,$4.00 - $4.99,7Day,YW,0,CustCall,0
"$  20,000 - $29,999",OWNER,English,N,40,70-74,English,TUSTIN,ORANGE,92780,$10.00 - $10.99,7Day,YW,0,DirectMl,1
"$150,000 - $174,999",OWNER,English,N,4,75 years or more,English,LAGUNA NIGUEL,ORANGE,92677,$0.01 - $0.50,SunOnly,MW,0,SCinsert,1
"Under $20,000",RENTER,Hispanic,N,1,40-44,Spanish,SAN JUAN CAPISTRANO,ORANGE,92675,$0.01 - $0.50,SunOnly,MM,0,Crew,0
"Under $20,000",OWNER,Hispanic,N,37,75 years or more,Spanish,SANTA ANA,ORANGE,92703,$0.01 - $0.50,Thu-Sun,FM,0,Partner,0
"$300,000 - $399,999",OWNER,Chinese,N,4,50-54,English,PLACENTIA,ORANGE,92870,$0.01 - $0.50,SunOnly,YW,0,TeleIn,1
"$150,000 - $174,999",OWNER,English,Y,10,45-49,English,HUNTINGTON BEACH,ORANGE,92648,$4.00 - $4.99,7Day,MW,0,Crew,0
"Under $20,000",RENTER,Hispanic,N,14,35-39,Spanish,COSTA MESA,ORANGE,92627,$4.00 - $4.99,7Day,FE,0,Crew,0
"$100,000 - $124,999",OWNER,Hispanic,Y,12,40-44,Spanish,BUENA PARK,ORANGE,90620,$0 - $0.01,SunOnly,FM,0,Partner,0
"Under $20,000",RENTER,Hispanic,Y,8,35-39,Spanish,FULLERTON,ORANGE,92831,$0.01 - $0.50,SunOnly,FM,0,CustCall,1
"$  40,000 - $49,999",OWNER,Hispanic,Y,37,60-64,Spanish,SANTA ANA,ORANGE,92703,$5.00 - $5.99,7Day,MM,0,TeleIn,1
"$  40,000 - $49,999",RENTER,Scottish (Scotch),N,6,35-39,English,IRVINE,ORANGE,92612,$1.00 - $1.99,Fri-Sun,FM,0,CircAdm,0
"$300,000 - $399,999",OWNER,Romanian,N,27,55-59,English,GARDEN GROVE,ORANGE,92845,$2.00 - $2.99,Fri-Sun,MW,0,CustCall,0
"$  30,000 - $39,999",RENTER,Hispanic,N,2,30-34,Spanish,ANAHEIM,ORANGE,92805,$4.00 - $4.99,SoooTFS,FE,0,Crew,0
"$  30,000 - $39,999",RENTER,Hispanic,N,5,45-49,English,LONG BEACH,LOS ANGELES,90813,$0 - $0.01,SunOnly,YM,0,Partner,1
